fecha,Estacion,Fecha final,NO2,CO,PM2.5,PM10,SO2,datos_disponibles
2023-09-27,FACATATIVA - URBANO,,,,14.3125,28.39416667,,2
2023-09-28,FACATATIVA - URBANO,,,,16.87291667,32.76125,,2
2023-09-29,FACATATIVA - URBANO,,,,12.56291667,28.06708333,,2
2023-09-30,FACATATIVA - URBANO,,,,12.42666667,25.13541667,,2
2023-10-01,FACATATIVA - URBANO,,,,7.585,14.8525,,2
2023-10-02,FACATATIVA - URBANO,,,,10.83083333,22.31375,,2
2023-10-03,FACATATIVA - URBANO,,,,10.689,19.3675,,2
2023-10-04,FACATATIVA - URBANO,,,,10.44125,19.93875,,2
2023-10-05,FACATATIVA - URBANO,,,,13.63375,26.3825,,2
2023-10-06,FACATATIVA - URBANO,,,,12.2275,23.45708333,,2
2023-10-07,FACATATIVA - URBANO,,,,10.80125,18.84416667,,2
2023-10-08,FACATATIVA - URBANO,,,,8.08208333,14.17791667,,2
2023-10-09,FACATATIVA - URBANO,,,,8.725,19.58458333,,2
2023-10-10,FACATATIVA - URBANO,,,,7.02541667,14.90833333,,2
2023-10-11,FACATATIVA - URBANO,,,,10.56875,24.82333333,,2
2023-10-12,FACATATIVA - URBANO,,,,11.07541667,23.03833333,,2
2023-10-13,FACATATIVA - URBANO,,,,14.14083333,31.37,,2
2023-10-14,FACATATIVA - URBANO,,,,11.86541667,25.29875,,2
2023-10-15,FACATATIVA - URBANO,,,,9.86166667,17.84833333,,2
2023-10-16,FACATATIVA - URBANO,,,,9.94833333,18.63,,2
2023-10-17,FACATATIVA - URBANO,,,,10.82,22.76,,2
2023-10-18,FACATATIVA - URBANO,,,,9.23041667,20.75875,,2
2023-10-19,FACATATIVA - URBANO,,,,8.165,23.04291667,,2
2023-10-20,FACATATIVA - URBANO,,,,12.79833333,30.16375,,2
2023-10-21,FACATATIVA - URBANO,,,,10.89708333,24.86083333,,2
2023-10-22,FACATATIVA - URBANO,,,,8.56291667,17.19416667,,2
2023-10-23,FACATATIVA - URBANO,,,,12.7575,25.34625,,2
2023-10-24,FACATATIVA - URBANO,,,,12.35083333,25.22625,,2
2023-10-25,FACATATIVA - URBANO,,,,12.37875,25.63916667,,2
2023-10-26,FACATATIVA - URBANO,,,,10.74166667,21.75291667,,2
2023-10-27,FACATATIVA - URBANO,,,,6.38583333,12.54458333,,2
2023-10-28,FACATATIVA - URBANO,,,,5.3325,10.31625,,2
2023-10-29,FACATATIVA - URBANO,,,,4.16416667,9.56958333,,2
2023-10-30,FACATATIVA - URBANO,,,,9.52416667,19.60666667,,2
2023-10-31,FACATATIVA - URBANO,,,,5.94,14.05875,,2
2023-11-01,FACATATIVA - URBANO,,,,4.58833333,11.61875,,2
2023-11-02,FACATATIVA - URBANO,,,,8.235,15.30166667,,2
2023-11-03,FACATATIVA - URBANO,,,,8.69708333,19.69416667,,2
2023-11-04,FACATATIVA - URBANO,,,,7.56291667,17.62958333,,2
2023-11-05,FACATATIVA - URBANO,,,,9.46791667,19.98666667,,2
2023-11-06,FACATATIVA - URBANO,,,,7.03458333,15.11958333,,2
2023-11-07,FACATATIVA - URBANO,,,,7.41208333,18.96958333,,2
2023-11-08,FACATATIVA - URBANO,,,,9.55541667,25.5925,,2
2023-11-09,FACATATIVA - URBANO,,34.16166667,1394.0375,7.60458333,23.32791667,3.15583333,5
2023-11-10,FACATATIVA - URBANO,,35.71416667,1433.15833333,7.10791667,20.65125,3.74565217,5
2023-11-11,FACATATIVA - URBANO,,31.80833333,1624.94583333,8.4,24.26916667,4.22625,5
2023-11-12,FACATATIVA - URBANO,,31.49958333,1598.70625,8.26416667,15.86083333,3.26,5
2023-11-13,FACATATIVA - URBANO,,31.445,1599.66041667,7.24291667,14.09375,3.53208333,5
2023-11-14,FACATATIVA - URBANO,,36.42916667,1660.25,8.55416667,23.91,3.50166667,5
2023-11-15,FACATATIVA - URBANO,,34.6475,1714.16041667,9.28291667,22.01333333,3.80041667,5
2023-11-16,FACATATIVA - URBANO,,33.83875,1720.83958333,11.44791667,22.55583333,3.44875,5
2023-11-17,FACATATIVA - URBANO,,38.77666667,1780.95208333,12.02541667,30.60541667,4.18913043,5
2023-11-18,FACATATIVA - URBANO,,37.02541667,1789.0625,8.99958333,19.37875,3.755,5
2023-11-19,FACATATIVA - URBANO,,25.52125,1593.63181818,4.21166667,6.90041667,2.665,5
2023-11-20,FACATATIVA - URBANO,,24.32833333,1591.07291667,8.25041667,21.73833333,3.40541667,5
2023-11-21,FACATATIVA - URBANO,,28.78333333,1734.19791667,8.13958333,18.74041667,3.03347826,5
2023-11-22,FACATATIVA - URBANO,,30.22695652,962.75416667,10.09083333,20.10166667,5.90454545,5
2023-11-23,FACATATIVA - URBANO,,34.21666667,550.64090909,14.43375,28.18458333,3.12347826,5
2023-11-24,FACATATIVA - URBANO,,34.28916667,513.34166667,9.3425,20.30833333,2.81,5
2023-11-25,FACATATIVA - URBANO,,29.53764706,221.07307692,12.28583333,24.99125,3.02529412,5
2023-11-26,FACATATIVA - URBANO,,26.27333333,210.39375,6.16625,13.07375,2.83933333,5
