"Estacion","Fecha inicial","Fecha final","SO2"
"FACATATIVA - URBANO","2024-07-06","","3.50708333"
"FACATATIVA - URBANO","2024-07-05","","3.40208333"
"FACATATIVA - URBANO","2024-07-04","","3.73791667"
"FACATATIVA - URBANO","2024-07-03","","3.22208333"
"FACATATIVA - URBANO","2024-07-02","","3.00083333"
"FACATATIVA - URBANO","2024-07-01","","2.98041667"
"FACATATIVA - URBANO","2024-06-30","","3.17875"
"FACATATIVA - URBANO","2024-06-29","","3.42708333"
"FACATATIVA - URBANO","2024-06-28","","3.38916667"
"FACATATIVA - URBANO","2024-06-27","","3.94625"
"FACATATIVA - URBANO","2024-06-26","","3.24583333"
"FACATATIVA - URBANO","2024-06-25","","2.9875"
"FACATATIVA - URBANO","2024-06-24","","3.66333333"
"FACATATIVA - URBANO","2024-06-23","","3.66291667"
"FACATATIVA - URBANO","2024-06-22","","3.1525"
"FACATATIVA - URBANO","2024-06-21","","3.395"
"FACATATIVA - URBANO","2024-06-20","","3.20541667"
"FACATATIVA - URBANO","2024-06-19","","3.23875"
"FACATATIVA - URBANO","2024-06-18","","3.61291667"
"FACATATIVA - URBANO","2024-06-17","","3.24166667"
"FACATATIVA - URBANO","2024-06-16","","2.95791667"
"FACATATIVA - URBANO","2024-06-15","","3.09083333"
"FACATATIVA - URBANO","2024-06-14","","3.50791667"
"FACATATIVA - URBANO","2024-06-13","","3.88210526"
"FACATATIVA - URBANO","2024-06-12","","3.72826087"
"FACATATIVA - URBANO","2024-06-11","","4.144"
"FACATATIVA - URBANO","2024-06-10","","3.19238095"
"FACATATIVA - URBANO","2024-06-09","","3.56294118"
"FACATATIVA - URBANO","2024-06-08","","4.17764706"
"FACATATIVA - URBANO","2024-06-07","","3.79"
"FACATATIVA - URBANO","2024-06-06","","2.57466667"
"FACATATIVA - URBANO","2024-06-05","","2.99578947"
"FACATATIVA - URBANO","2024-06-04","","2.9626087"
"FACATATIVA - URBANO","2024-06-03","","3.264"
"FACATATIVA - URBANO","2024-06-02","","3.71428571"
"FACATATIVA - URBANO","2024-06-01","","3.15111111"
"FACATATIVA - URBANO","2024-05-31","","2.61294118"
"FACATATIVA - URBANO","2024-05-30","","3.26"
"FACATATIVA - URBANO","2024-05-29","","3.20533333"
"FACATATIVA - URBANO","2024-05-28","","2.96923077"
"FACATATIVA - URBANO","2024-05-27","","2.91"
"FACATATIVA - URBANO","2024-05-26","","3.73210526"
"FACATATIVA - URBANO","2024-05-25","","3.41571429"
"FACATATIVA - URBANO","2024-05-24","","4.79105263"
"FACATATIVA - URBANO","2024-05-23","","3.33416667"
"FACATATIVA - URBANO","2024-05-22","","3.69380952"
"FACATATIVA - URBANO","2024-05-21","","3.8675"
"FACATATIVA - URBANO","2024-05-20","","3.04166667"
"FACATATIVA - URBANO","2024-05-19","","3.36625"
"FACATATIVA - URBANO","2024-05-18","","3.3925"
"FACATATIVA - URBANO","2024-05-17","","4.0025"
"FACATATIVA - URBANO","2024-05-16","","3.33166667"
"FACATATIVA - URBANO","2024-05-15","","3.2675"
"FACATATIVA - URBANO","2024-05-14","","3.09625"
"FACATATIVA - URBANO","2024-05-13","","3.32041667"
"FACATATIVA - URBANO","2024-05-12","","3.29666667"
"FACATATIVA - URBANO","2024-05-11","","3.2075"
"FACATATIVA - URBANO","2024-05-10","","3.10458333"
"FACATATIVA - URBANO","2024-05-09","","3.38583333"
"FACATATIVA - URBANO","2024-05-08","","3.07666667"
"FACATATIVA - URBANO","2024-05-07","","3.89125"
"FACATATIVA - URBANO","2024-05-06","","3.07333333"
"FACATATIVA - URBANO","2024-05-05","","3.79"
"FACATATIVA - URBANO","2024-05-04","","3.26875"
"FACATATIVA - URBANO","2024-05-03","","3.98666667"
"FACATATIVA - URBANO","2024-05-02","","3.41583333"
"FACATATIVA - URBANO","2024-05-01","","3.3775"
"FACATATIVA - URBANO","2024-04-30","","3.12208333"
"FACATATIVA - URBANO","2024-04-29","","3.22625"
"FACATATIVA - URBANO","2024-04-28","","3.10208333"
"FACATATIVA - URBANO","2024-04-27","","3.59"
"FACATATIVA - URBANO","2024-04-26","","4.04333333"
"FACATATIVA - URBANO","2024-04-25","","4.005"
"FACATATIVA - URBANO","2024-04-24","","3.58041667"
"FACATATIVA - URBANO","2024-04-23","","3.13083333"
"FACATATIVA - URBANO","2024-04-22","","3.18583333"
"FACATATIVA - URBANO","2024-04-21","","3.37958333"
"FACATATIVA - URBANO","2024-04-20","","3.19833333"
"FACATATIVA - URBANO","2024-04-19","","3.23375"
"FACATATIVA - URBANO","2024-04-18","","3.21458333"
"FACATATIVA - URBANO","2024-04-17","","3.27958333"
"FACATATIVA - URBANO","2024-04-16","","5.7652381"
"FACATATIVA - URBANO","2024-04-15","","19.41"
"FACATATIVA - URBANO","2024-04-14","","3.33666667"
"FACATATIVA - URBANO","2024-04-13","","4.3175"
"FACATATIVA - URBANO","2024-04-12","","3.51333333"
"FACATATIVA - URBANO","2024-04-11","","3.08208333"
"FACATATIVA - URBANO","2024-04-10","","4.83"
"FACATATIVA - URBANO","2024-04-09","","4.52083333"
"FACATATIVA - URBANO","2024-04-08","","3.31541667"
"FACATATIVA - URBANO","2024-04-07","","4.31041667"
"FACATATIVA - URBANO","2024-04-06","","2.89375"
"FACATATIVA - URBANO","2024-04-05","","3.09583333"
"FACATATIVA - URBANO","2024-04-04","","2.98347826"
"FACATATIVA - URBANO","2024-04-03","","3.26541667"
"FACATATIVA - URBANO","2024-04-02","","3.16208333"
"FACATATIVA - URBANO","2024-04-01","","3.39291667"
"FACATATIVA - URBANO","2024-03-31","","2.70458333"
"FACATATIVA - URBANO","2024-03-30","","3.25217391"
"FACATATIVA - URBANO","2024-03-29","","2.50875"
"FACATATIVA - URBANO","2024-03-28","","2.83208333"
"FACATATIVA - URBANO","2024-03-27","","3.29375"
"FACATATIVA - URBANO","2024-03-26","","2.71041667"
"FACATATIVA - URBANO","2024-03-25","","3.47625"
"FACATATIVA - URBANO","2024-03-24","","3.31833333"
"FACATATIVA - URBANO","2024-03-23","","3.05"
"FACATATIVA - URBANO","2024-03-22","","3.48083333"
"FACATATIVA - URBANO","2024-03-21","","3.26166667"
"FACATATIVA - URBANO","2024-03-20","","3.50541667"
"FACATATIVA - URBANO","2024-03-19","","3.75833333"
"FACATATIVA - URBANO","2024-03-18","","4.15125"
"FACATATIVA - URBANO","2024-03-17","","3.69041667"
"FACATATIVA - URBANO","2024-03-16","","3.57791667"
"FACATATIVA - URBANO","2024-03-15","","3.81208333"
"FACATATIVA - URBANO","2024-03-14","","3.91"
"FACATATIVA - URBANO","2024-03-13","","3.45958333"
"FACATATIVA - URBANO","2024-03-12","","3.85583333"
"FACATATIVA - URBANO","2024-03-11","","3.24916667"
"FACATATIVA - URBANO","2024-03-10","","3.50666667"
"FACATATIVA - URBANO","2024-03-09","","2.64708333"
"FACATATIVA - URBANO","2024-03-08","","3.59791667"
"FACATATIVA - URBANO","2024-03-07","","3.30791667"
"FACATATIVA - URBANO","2024-03-06","","4.03458333"
"FACATATIVA - URBANO","2024-03-05","","3.06916667"
"FACATATIVA - URBANO","2024-03-04","","2.51708333"
"FACATATIVA - URBANO","2024-03-03","","2.98375"
"FACATATIVA - URBANO","2024-03-02","","2.91208333"
"FACATATIVA - URBANO","2024-03-01","","3.05913043"
"FACATATIVA - URBANO","2024-02-29","","3.34625"
"FACATATIVA - URBANO","2024-02-28","","2.92083333"
"FACATATIVA - URBANO","2024-02-27","","3.14375"
"FACATATIVA - URBANO","2024-02-26","","3.17041667"
"FACATATIVA - URBANO","2024-02-25","","2.9225"
"FACATATIVA - URBANO","2024-02-24","","2.56583333"
"FACATATIVA - URBANO","2024-02-23","","3.1625"
"FACATATIVA - URBANO","2024-02-22","","3.04083333"
"FACATATIVA - URBANO","2024-02-21","","3.32208333"
"FACATATIVA - URBANO","2024-02-20","","3.09208333"
"FACATATIVA - URBANO","2024-02-19","","3.06041667"
"FACATATIVA - URBANO","2024-02-18","","4.21208333"
"FACATATIVA - URBANO","2024-02-17","","4.07791667"
"FACATATIVA - URBANO","2024-02-16","","3.76625"
"FACATATIVA - URBANO","2024-02-15","","3.86791667"
"FACATATIVA - URBANO","2024-02-14","","4.07583333"
"FACATATIVA - URBANO","2024-02-13","","3.40458333"
"FACATATIVA - URBANO","2024-02-12","","2.20708333"
"FACATATIVA - URBANO","2024-02-11","","3.62708333"
"FACATATIVA - URBANO","2024-02-10","","3.10083333"
"FACATATIVA - URBANO","2024-02-09","","3.77791667"
"FACATATIVA - URBANO","2024-02-08","","3.54"
"FACATATIVA - URBANO","2024-02-07","","3.63416667"
"FACATATIVA - URBANO","2024-02-06","","3.17375"
"FACATATIVA - URBANO","2024-02-05","","3.56166667"
"FACATATIVA - URBANO","2024-02-04","","2.78625"
"FACATATIVA - URBANO","2024-02-03","","2.85625"
"FACATATIVA - URBANO","2024-02-02","","3.42833333"
"FACATATIVA - URBANO","2024-02-01","","3.01"
"FACATATIVA - URBANO","2024-01-31","","3.00125"
"FACATATIVA - URBANO","2024-01-30","","3.91625"
"FACATATIVA - URBANO","2024-01-29","","3.12458333"
"FACATATIVA - URBANO","2024-01-28","","2.99083333"
"FACATATIVA - URBANO","2024-01-27","","3.46875"
"FACATATIVA - URBANO","2024-01-26","","5.25"
"FACATATIVA - URBANO","2024-01-25","","4.50875"
"FACATATIVA - URBANO","2024-01-24","","4.65583333"
"FACATATIVA - URBANO","2024-01-23","","5.0425"
"FACATATIVA - URBANO","2024-01-22","","4.62458333"
"FACATATIVA - URBANO","2024-01-21","","3.8925"
"FACATATIVA - URBANO","2024-01-20","","3.82125"
"FACATATIVA - URBANO","2024-01-19","","4.09541667"
"FACATATIVA - URBANO","2024-01-18","","3.75083333"
"FACATATIVA - URBANO","2024-01-17","","4.33416667"
"FACATATIVA - URBANO","2024-01-16","","4.16"
"FACATATIVA - URBANO","2024-01-15","","4.34625"
"FACATATIVA - URBANO","2024-01-14","","3.45041667"
"FACATATIVA - URBANO","2024-01-13","","3.20333333"
"FACATATIVA - URBANO","2024-01-12","","3.25875"
"FACATATIVA - URBANO","2024-01-11","","3.11625"
"FACATATIVA - URBANO","2024-01-10","","4.39208333"
"FACATATIVA - URBANO","2024-01-09","","4.15208333"
"FACATATIVA - URBANO","2024-01-08","","3.74666667"
"FACATATIVA - URBANO","2024-01-07","","3.65958333"
"FACATATIVA - URBANO","2024-01-06","","2.94791667"
"FACATATIVA - URBANO","2024-01-05","","3.08083333"
"FACATATIVA - URBANO","2024-01-04","","3.045"
"FACATATIVA - URBANO","2024-01-03","","3.24375"
"FACATATIVA - URBANO","2024-01-02","","2.65416667"
"FACATATIVA - URBANO","2024-01-01","","3.30625"
"FACATATIVA - URBANO","2023-12-31","","2.755"
"FACATATIVA - URBANO","2023-12-30","","3.04375"
"FACATATIVA - URBANO","2023-12-29","","3.44291667"
"FACATATIVA - URBANO","2023-12-28","","2.72083333"
"FACATATIVA - URBANO","2023-12-27","","3.43791667"
"FACATATIVA - URBANO","2023-12-26","","3.50333333"
"FACATATIVA - URBANO","2023-12-25","","3.2"
"FACATATIVA - URBANO","2023-12-24","","2.94291667"
"FACATATIVA - URBANO","2023-12-23","","4.40041667"
"FACATATIVA - URBANO","2023-12-22","","3.11333333"
"FACATATIVA - URBANO","2023-12-21","","3.78916667"
"FACATATIVA - URBANO","2023-12-20","","3.51"
"FACATATIVA - URBANO","2023-12-19","","2.96541667"
"FACATATIVA - URBANO","2023-12-18","","3.26708333"
"FACATATIVA - URBANO","2023-12-17","","3.60583333"
"FACATATIVA - URBANO","2023-12-16","","3.19208333"
"FACATATIVA - URBANO","2023-12-15","","3.35375"
"FACATATIVA - URBANO","2023-12-14","","3.54791667"
"FACATATIVA - URBANO","2023-12-13","","4.04458333"
"FACATATIVA - URBANO","2023-12-12","","4.28916667"
"FACATATIVA - URBANO","2023-12-11","","2.63588235"
"FACATATIVA - URBANO","2023-12-10","","4.02619048"
"FACATATIVA - URBANO","2023-12-09","","4.44933333"
"FACATATIVA - URBANO","2023-12-08","","3.33538462"
"FACATATIVA - URBANO","2023-12-07","","4.0675"
"FACATATIVA - URBANO","2023-12-06","","4.53307692"
"FACATATIVA - URBANO","2023-12-05","","4.34333333"
"FACATATIVA - URBANO","2023-12-04","","3.45230769"
"FACATATIVA - URBANO","2023-12-03","","3.944"
"FACATATIVA - URBANO","2023-12-02","","3.74071429"
"FACATATIVA - URBANO","2023-12-01","","4.22076923"
"FACATATIVA - URBANO","2023-11-30","","4.13533333"
"FACATATIVA - URBANO","2023-11-29","","3.86846154"
"FACATATIVA - URBANO","2023-11-28","","3.44095238"
"FACATATIVA - URBANO","2023-11-27","","3.76636364"
"FACATATIVA - URBANO","2023-11-26","","2.83933333"
"FACATATIVA - URBANO","2023-11-25","","3.02529412"
"FACATATIVA - URBANO","2023-11-24","","2.81"
"FACATATIVA - URBANO","2023-11-23","","3.12347826"
"FACATATIVA - URBANO","2023-11-22","","5.90454545"
"FACATATIVA - URBANO","2023-11-21","","3.03347826"
"FACATATIVA - URBANO","2023-11-20","","3.40541667"
"FACATATIVA - URBANO","2023-11-19","","2.665"
"FACATATIVA - URBANO","2023-11-18","","3.755"
"FACATATIVA - URBANO","2023-11-17","","4.18913043"
"FACATATIVA - URBANO","2023-11-16","","3.44875"
"FACATATIVA - URBANO","2023-11-15","","3.80041667"
"FACATATIVA - URBANO","2023-11-14","","3.50166667"
"FACATATIVA - URBANO","2023-11-13","","3.53208333"
"FACATATIVA - URBANO","2023-11-12","","3.26"
"FACATATIVA - URBANO","2023-11-11","","4.22625"
"FACATATIVA - URBANO","2023-11-10","","3.74565217"
"FACATATIVA - URBANO","2023-11-09","","3.15583333"
