"Estacion","Fecha inicial","Fecha final","NO2"
"FACATATIVA - URBANO","2024-02-18","","27.2675"
"FACATATIVA - URBANO","2024-02-17","","30.92916667"
"FACATATIVA - URBANO","2024-02-16","","32.80833333"
"FACATATIVA - URBANO","2024-02-15","","30.64083333"
"FACATATIVA - URBANO","2024-02-14","","34.63208333"
"FACATATIVA - URBANO","2024-02-13","","37.30625"
"FACATATIVA - URBANO","2024-02-12","","33.41291667"
"FACATATIVA - URBANO","2024-02-11","","28.285"
"FACATATIVA - URBANO","2024-02-10","","29.36291667"
"FACATATIVA - URBANO","2024-02-09","","34.50958333"
"FACATATIVA - URBANO","2024-02-08","","34.75458333"
"FACATATIVA - URBANO","2024-02-07","","31.31041667"
"FACATATIVA - URBANO","2024-02-06","","30.54083333"
"FACATATIVA - URBANO","2024-02-05","","33.52625"
"FACATATIVA - URBANO","2024-02-04","","32.40125"
"FACATATIVA - URBANO","2024-02-03","","29.39416667"
"FACATATIVA - URBANO","2024-02-02","","36.6075"
"FACATATIVA - URBANO","2024-02-01","","34.60333333"
"FACATATIVA - URBANO","2024-01-31","","37.4"
"FACATATIVA - URBANO","2024-01-30","","35.7675"
"FACATATIVA - URBANO","2024-01-29","","37.2625"
"FACATATIVA - URBANO","2024-01-28","","32.72166667"
"FACATATIVA - URBANO","2024-01-27","","36.49416667"
"FACATATIVA - URBANO","2024-01-26","","42.56416667"
"FACATATIVA - URBANO","2024-01-25","","40.77708333"
"FACATATIVA - URBANO","2024-01-24","","39.35666667"
"FACATATIVA - URBANO","2024-01-23","","39.8325"
"FACATATIVA - URBANO","2024-01-22","","31.81833333"
"FACATATIVA - URBANO","2024-01-21","","28.86791667"
"FACATATIVA - URBANO","2024-01-20","","32.65125"
"FACATATIVA - URBANO","2024-01-19","","35.93666667"
"FACATATIVA - URBANO","2024-01-18","","32.58833333"
"FACATATIVA - URBANO","2024-01-17","","35.25208333"
"FACATATIVA - URBANO","2024-01-16","","33.0525"
"FACATATIVA - URBANO","2024-01-15","","33.16083333"
"FACATATIVA - URBANO","2024-01-14","","30.38541667"
"FACATATIVA - URBANO","2024-01-13","","31.20375"
"FACATATIVA - URBANO","2024-01-12","","35.275"
"FACATATIVA - URBANO","2024-01-11","","32.92"
"FACATATIVA - URBANO","2024-01-10","","32.24041667"
"FACATATIVA - URBANO","2024-01-09","","31.99166667"
"FACATATIVA - URBANO","2024-01-08","","25.24708333"
"FACATATIVA - URBANO","2024-01-07","","24.94916667"
"FACATATIVA - URBANO","2024-01-06","","31.56666667"
"FACATATIVA - URBANO","2024-01-05","","30.22791667"
"FACATATIVA - URBANO","2024-01-04","","28.33416667"
"FACATATIVA - URBANO","2024-01-03","","27.57333333"
"FACATATIVA - URBANO","2024-01-02","","23.05958333"
"FACATATIVA - URBANO","2024-01-01","","18.83"
"FACATATIVA - URBANO","2023-12-31","","17.68208333"
"FACATATIVA - URBANO","2023-12-30","","26.14375"
"FACATATIVA - URBANO","2023-12-29","","33.57458333"
"FACATATIVA - URBANO","2023-12-28","","33.745"
"FACATATIVA - URBANO","2023-12-27","","26.87583333"
"FACATATIVA - URBANO","2023-12-26","","28.30458333"
"FACATATIVA - URBANO","2023-12-25","","26.71125"
"FACATATIVA - URBANO","2023-12-24","","28.47625"
"FACATATIVA - URBANO","2023-12-23","","32.23125"
"FACATATIVA - URBANO","2023-12-22","","35.47458333"
"FACATATIVA - URBANO","2023-12-21","","32.06708333"
"FACATATIVA - URBANO","2023-12-20","","30.50625"
"FACATATIVA - URBANO","2023-12-19","","25.85583333"
"FACATATIVA - URBANO","2023-12-18","","30.50791667"
"FACATATIVA - URBANO","2023-12-17","","27.97625"
"FACATATIVA - URBANO","2023-12-16","","28.105"
"FACATATIVA - URBANO","2023-12-15","","34.56916667"
"FACATATIVA - URBANO","2023-12-14","","35.39458333"
"FACATATIVA - URBANO","2023-12-13","","33.9725"
"FACATATIVA - URBANO","2023-12-12","","31.14541667"
"FACATATIVA - URBANO","2023-12-11","","29.555"
"FACATATIVA - URBANO","2023-12-10","","30.97571429"
"FACATATIVA - URBANO","2023-12-09","","33.77625"
"FACATATIVA - URBANO","2023-12-08","","29.91769231"
"FACATATIVA - URBANO","2023-12-07","","41.235625"
"FACATATIVA - URBANO","2023-12-06","","28.73230769"
"FACATATIVA - URBANO","2023-12-05","","37.10230769"
"FACATATIVA - URBANO","2023-12-04","","37.86"
"FACATATIVA - URBANO","2023-12-03","","36.30333333"
"FACATATIVA - URBANO","2023-12-02","","36.595"
"FACATATIVA - URBANO","2023-12-01","","36.42666667"
"FACATATIVA - URBANO","2023-11-30","","37.86933333"
"FACATATIVA - URBANO","2023-11-29","","31.95538462"
"FACATATIVA - URBANO","2023-11-28","","33.37285714"
"FACATATIVA - URBANO","2023-11-27","","30.54086957"
"FACATATIVA - URBANO","2023-11-26","","26.27333333"
"FACATATIVA - URBANO","2023-11-25","","29.53764706"
"FACATATIVA - URBANO","2023-11-24","","34.28916667"
"FACATATIVA - URBANO","2023-11-23","","34.21666667"
"FACATATIVA - URBANO","2023-11-22","","30.22695652"
"FACATATIVA - URBANO","2023-11-21","","28.78333333"
"FACATATIVA - URBANO","2023-11-20","","24.32833333"
"FACATATIVA - URBANO","2023-11-19","","25.52125"
"FACATATIVA - URBANO","2023-11-18","","37.02541667"
"FACATATIVA - URBANO","2023-11-17","","38.77666667"
"FACATATIVA - URBANO","2023-11-16","","33.83875"
"FACATATIVA - URBANO","2023-11-15","","34.6475"
"FACATATIVA - URBANO","2023-11-14","","36.42916667"
"FACATATIVA - URBANO","2023-11-13","","31.445"
"FACATATIVA - URBANO","2023-11-12","","31.49958333"
"FACATATIVA - URBANO","2023-11-11","","31.80833333"
"FACATATIVA - URBANO","2023-11-10","","35.71416667"
"FACATATIVA - URBANO","2023-11-09","","34.16166667"
