"Estacion","Fecha inicial","Fecha final","CO"
"FACATATIVA - URBANO","2024-07-20","","1144.52291667"
"FACATATIVA - URBANO","2024-07-19","","1075.82291667"
"FACATATIVA - URBANO","2024-07-18","","953.68958333"
"FACATATIVA - URBANO","2024-07-17","","1120.60652174"
"FACATATIVA - URBANO","2024-07-16","","1099.2"
"FACATATIVA - URBANO","2024-07-15","","1133.07291667"
"FACATATIVA - URBANO","2024-07-14","","904.07291667"
"FACATATIVA - URBANO","2024-07-13","","861.13541667"
"FACATATIVA - URBANO","2024-07-12","","849.20833333"
"FACATATIVA - URBANO","2024-07-11","","920.48043478"
"FACATATIVA - URBANO","2024-07-10","","588.43043478"
"FACATATIVA - URBANO","2024-07-09","","359.92826087"
"FACATATIVA - URBANO","2024-07-08","","917.99130435"
"FACATATIVA - URBANO","2024-07-07","","900.25625"
"FACATATIVA - URBANO","2024-07-06","","1176.96458333"
"FACATATIVA - URBANO","2024-07-05","","862.08958333"
"FACATATIVA - URBANO","2024-07-04","","913.1375"
"FACATATIVA - URBANO","2024-07-03","","810.0875"
"FACATATIVA - URBANO","2024-07-02","","866.38333333"
"FACATATIVA - URBANO","2024-07-01","","662.66875"
"FACATATIVA - URBANO","2024-06-30","","638.47380952"
"FACATATIVA - URBANO","2024-06-29","","710.85416667"
"FACATATIVA - URBANO","2024-06-28","","646.44791667"
"FACATATIVA - URBANO","2024-06-27","","527.69565217"
"FACATATIVA - URBANO","2024-06-26","","435.1"
"FACATATIVA - URBANO","2024-06-25","","425.28571429"
"FACATATIVA - URBANO","2024-06-24","","1645.15681818"
"FACATATIVA - URBANO","2024-06-23","","2671.18958333"
"FACATATIVA - URBANO","2024-06-22","","2916.8875"
"FACATATIVA - URBANO","2024-06-21","","2807.15833333"
"FACATATIVA - URBANO","2024-06-20","","2615.84791667"
"FACATATIVA - URBANO","2024-06-19","","2527.11041667"
"FACATATIVA - URBANO","2024-06-18","","2706.97083333"
"FACATATIVA - URBANO","2024-06-17","","2475.58541667"
"FACATATIVA - URBANO","2024-06-16","","2328.64375"
"FACATATIVA - URBANO","2024-06-15","","2408.31666667"
"FACATATIVA - URBANO","2024-06-14","","2492.76041667"
"FACATATIVA - URBANO","2024-06-13","","2444.87631579"
"FACATATIVA - URBANO","2024-06-12","","2307.92173913"
"FACATATIVA - URBANO","2024-06-11","","2320.53333333"
"FACATATIVA - URBANO","2024-06-10","","2112.25238095"
"FACATATIVA - URBANO","2024-06-09","","2167.23055556"
"FACATATIVA - URBANO","2024-06-08","","2304.81764706"
"FACATATIVA - URBANO","2024-06-07","","2313.57352941"
"FACATATIVA - URBANO","2024-06-06","","2186.95"
"FACATATIVA - URBANO","2024-06-05","","2016.40526316"
"FACATATIVA - URBANO","2024-06-04","","1902.69130435"
"FACATATIVA - URBANO","2024-06-03","","1741.92666667"
"FACATATIVA - URBANO","2024-06-02","","1786.2"
"FACATATIVA - URBANO","2024-06-01","","1804.01111111"
"FACATATIVA - URBANO","2024-05-31","","1641.39117647"
"FACATATIVA - URBANO","2024-05-30","","1705.37647059"
"FACATATIVA - URBANO","2024-05-29","","1696.89"
"FACATATIVA - URBANO","2024-05-28","","1673.46153846"
"FACATATIVA - URBANO","2024-05-27","","1674.5625"
"FACATATIVA - URBANO","2024-05-26","","1517.125"
"FACATATIVA - URBANO","2024-05-25","","1936.68571429"
"FACATATIVA - URBANO","2024-05-24","","1819.405"
"FACATATIVA - URBANO","2024-05-23","","1641.3326087"
"FACATATIVA - URBANO","2024-05-22","","988.18478261"
"FACATATIVA - URBANO","2024-05-21","","128.03181818"
"FACATATIVA - URBANO","2024-05-20","","134.5375"
"FACATATIVA - URBANO","2024-05-19","","483.08095238"
"FACATATIVA - URBANO","2024-05-18","","288.97619048"
"FACATATIVA - URBANO","2024-05-17","","343.5"
"FACATATIVA - URBANO","2024-05-16","","442.25625"
"FACATATIVA - URBANO","2024-05-15","","600.37826087"
"FACATATIVA - URBANO","2024-05-14","","744.7952381"
"FACATATIVA - URBANO","2024-05-13","","753.79166667"
"FACATATIVA - URBANO","2024-05-12","","683.66041667"
"FACATATIVA - URBANO","2024-05-11","","728.31956522"
"FACATATIVA - URBANO","2024-05-10","","726.12083333"
"FACATATIVA - URBANO","2024-05-09","","666.9625"
"FACATATIVA - URBANO","2024-05-08","","733.79565217"
"FACATATIVA - URBANO","2024-05-07","","655.5125"
"FACATATIVA - URBANO","2024-05-06","","830.37391304"
"FACATATIVA - URBANO","2024-05-05","","784.325"
"FACATATIVA - URBANO","2024-05-04","","824.4"
"FACATATIVA - URBANO","2024-05-03","","787.06304348"
"FACATATIVA - URBANO","2024-05-02","","731.36875"
"FACATATIVA - URBANO","2024-05-01","","759.03958333"
"FACATATIVA - URBANO","2024-04-30","","790.05"
"FACATATIVA - URBANO","2024-04-29","","734.70833333"
"FACATATIVA - URBANO","2024-04-28","","658.85208333"
"FACATATIVA - URBANO","2024-04-27","","644.0625"
"FACATATIVA - URBANO","2024-04-26","","631.18125"
"FACATATIVA - URBANO","2024-04-25","","591.10625"
"FACATATIVA - URBANO","2024-04-24","","606.85"
"FACATATIVA - URBANO","2024-04-23","","656.46666667"
"FACATATIVA - URBANO","2024-04-22","","521.92916667"
"FACATATIVA - URBANO","2024-04-21","","484.8826087"
"FACATATIVA - URBANO","2024-04-20","","568.20625"
"FACATATIVA - URBANO","2024-04-19","","449.4125"
"FACATATIVA - URBANO","2024-04-18","","630.22708333"
"FACATATIVA - URBANO","2024-04-17","","662.66875"
"FACATATIVA - URBANO","2024-04-16","","369.2625"
"FACATATIVA - URBANO","2024-04-15","","337.775"
"FACATATIVA - URBANO","2024-04-14","","2071.40909091"
"FACATATIVA - URBANO","2024-04-13","","2079.12916667"
"FACATATIVA - URBANO","2024-04-12","","2044.30208333"
"FACATATIVA - URBANO","2024-04-11","","2047.16458333"
"FACATATIVA - URBANO","2024-04-10","","2005.18125"
"FACATATIVA - URBANO","2024-04-09","","1813.0826087"
"FACATATIVA - URBANO","2024-04-08","","1642.59791667"
"FACATATIVA - URBANO","2024-04-07","","1615.40416667"
"FACATATIVA - URBANO","2024-04-06","","1511.87708333"
"FACATATIVA - URBANO","2024-04-05","","1549.08958333"
"FACATATIVA - URBANO","2024-04-04","","1625.9"
"FACATATIVA - URBANO","2024-04-03","","1686.96666667"
"FACATATIVA - URBANO","2024-04-02","","1593.93541667"
"FACATATIVA - URBANO","2024-04-01","","1546.22708333"
"FACATATIVA - URBANO","2024-03-31","","1613.01875"
"FACATATIVA - URBANO","2024-03-30","","1436.49791667"
"FACATATIVA - URBANO","2024-03-29","","1200.34166667"
"FACATATIVA - URBANO","2024-03-28","","1224.19583333"
"FACATATIVA - URBANO","2024-03-27","","1349.66875"
"FACATATIVA - URBANO","2024-03-26","","1228.0125"
"FACATATIVA - URBANO","2024-03-25","","1129.73333333"
"FACATATIVA - URBANO","2024-03-24","","1207.02083333"
"FACATATIVA - URBANO","2024-03-23","","1382.5875"
"FACATATIVA - URBANO","2024-03-22","","1376.38541667"
"FACATATIVA - URBANO","2024-03-21","","1142.1375"
"FACATATIVA - URBANO","2024-03-20","","1321.52083333"
"FACATATIVA - URBANO","2024-03-19","","1147.8625"
"FACATATIVA - URBANO","2024-03-18","","1055.78541667"
"FACATATIVA - URBANO","2024-03-17","","1008.07708333"
"FACATATIVA - URBANO","2024-03-16","","1170.28541667"
"FACATATIVA - URBANO","2024-03-15","","1056.73958333"
"FACATATIVA - URBANO","2024-03-14","","937.46875"
"FACATATIVA - URBANO","2024-03-13","","855.41041667"
"FACATATIVA - URBANO","2024-03-12","","784.325"
"FACATATIVA - URBANO","2024-03-11","","799.59166667"
"FACATATIVA - URBANO","2024-03-10","","683.18333333"
"FACATATIVA - URBANO","2024-03-09","","883.55833333"
"FACATATIVA - URBANO","2024-03-08","","806.27083333"
"FACATATIVA - URBANO","2024-03-07","","729.9375"
"FACATATIVA - URBANO","2024-03-06","","640.24583333"
"FACATATIVA - URBANO","2024-03-05","","641.2"
"FACATATIVA - URBANO","2024-03-04","","469.45"
"FACATATIVA - URBANO","2024-03-03","","380.23541667"
"FACATATIVA - URBANO","2024-03-02","","1037.17916667"
"FACATATIVA - URBANO","2024-03-01","","1213.7"
"FACATATIVA - URBANO","2024-02-29","","1295.75833333"
"FACATATIVA - URBANO","2024-02-28","","1199.3875"
"FACATATIVA - URBANO","2024-02-27","","1124.48541667"
"FACATATIVA - URBANO","2024-02-26","","1192.23125"
"FACATATIVA - URBANO","2024-02-25","","964.18541667"
"FACATATIVA - URBANO","2024-02-24","","1030.97708333"
"FACATATIVA - URBANO","2024-02-23","","945.57916667"
"FACATATIVA - URBANO","2024-02-22","","777.64583333"
"FACATATIVA - URBANO","2024-02-21","","940.33125"
"FACATATIVA - URBANO","2024-02-20","","797.68333333"
"FACATATIVA - URBANO","2024-02-19","","849.68541667"
"FACATATIVA - URBANO","2024-02-18","","961.8"
"FACATATIVA - URBANO","2024-02-17","","768.58125"
"FACATATIVA - URBANO","2024-02-16","","736.61666667"
"FACATATIVA - URBANO","2024-02-15","","595.87708333"
"FACATATIVA - URBANO","2024-02-14","","540.05833333"
"FACATATIVA - URBANO","2024-02-13","","681.275"
"FACATATIVA - URBANO","2024-02-12","","795.775"
"FACATATIVA - URBANO","2024-02-11","","781.93958333"
"FACATATIVA - URBANO","2024-02-10","","714.67083333"
"FACATATIVA - URBANO","2024-02-09","","691.29375"
"FACATATIVA - URBANO","2024-02-08","","818.19791667"
"FACATATIVA - URBANO","2024-02-07","","700.83541667"
"FACATATIVA - URBANO","2024-02-06","","758.5625"
"FACATATIVA - URBANO","2024-02-05","","650.74166667"
"FACATATIVA - URBANO","2024-02-04","","580.13333333"
"FACATATIVA - URBANO","2024-02-03","","503.8"
"FACATATIVA - URBANO","2024-02-02","","589.19791667"
"FACATATIVA - URBANO","2024-02-01","","664.1"
"FACATATIVA - URBANO","2024-01-31","","693.67916667"
"FACATATIVA - URBANO","2024-01-30","","683.66041667"
"FACATATIVA - URBANO","2024-01-29","","580.61041667"
"FACATATIVA - URBANO","2024-01-28","","581.0875"
"FACATATIVA - URBANO","2024-01-27","","693.20208333"
"FACATATIVA - URBANO","2024-01-26","","767.15"
"FACATATIVA - URBANO","2024-01-25","","2060.04583333"
"FACATATIVA - URBANO","2024-01-24","","2211.28125"
"FACATATIVA - URBANO","2024-01-23","","1871.12083333"
"FACATATIVA - URBANO","2024-01-22","","1815.30208333"
"FACATATIVA - URBANO","2024-01-21","","1644.98333333"
"FACATATIVA - URBANO","2024-01-20","","1787.63125"
"FACATATIVA - URBANO","2024-01-19","","1922.64583333"
"FACATATIVA - URBANO","2024-01-18","","1804.32916667"
"FACATATIVA - URBANO","2024-01-17","","1679.33333333"
"FACATATIVA - URBANO","2024-01-16","","1556.24583333"
"FACATATIVA - URBANO","2024-01-15","","1448.90208333"
"FACATATIVA - URBANO","2024-01-14","","1418.36875"
"FACATATIVA - URBANO","2024-01-13","","1345.375"
"FACATATIVA - URBANO","2024-01-12","","1391.175"
"FACATATIVA - URBANO","2024-01-11","","1425.525"
"FACATATIVA - URBANO","2024-01-10","","1495.17916667"
"FACATATIVA - URBANO","2024-01-09","","1494.225"
"FACATATIVA - URBANO","2024-01-08","","1240.89375"
"FACATATIVA - URBANO","2024-01-07","","1141.66041667"
"FACATATIVA - URBANO","2024-01-06","","1133.55"
"FACATATIVA - URBANO","2024-01-05","","1064.37291667"
"FACATATIVA - URBANO","2024-01-04","","1045.76666667"
"FACATATIVA - URBANO","2024-01-03","","884.5125"
"FACATATIVA - URBANO","2024-01-02","","774.78333333"
"FACATATIVA - URBANO","2024-01-01","","680.32083333"
"FACATATIVA - URBANO","2023-12-31","","634.04375"
"FACATATIVA - URBANO","2023-12-30","","804.83958333"
"FACATATIVA - URBANO","2023-12-29","","903.59583333"
"FACATATIVA - URBANO","2023-12-28","","765.71875"
"FACATATIVA - URBANO","2023-12-27","","712.28541667"
"FACATATIVA - URBANO","2023-12-26","","660.76041667"
"FACATATIVA - URBANO","2023-12-25","","729.9375"
"FACATATIVA - URBANO","2023-12-24","","875.44791667"
"FACATATIVA - URBANO","2023-12-23","","931.26666667"
"FACATATIVA - URBANO","2023-12-22","","819.62916667"
"FACATATIVA - URBANO","2023-12-21","","591.58333333"
"FACATATIVA - URBANO","2023-12-20","","627.84166667"
"FACATATIVA - URBANO","2023-12-19","","439.87083333"
"FACATATIVA - URBANO","2023-12-18","","527.65416667"
"FACATATIVA - URBANO","2023-12-17","","419.83333333"
"FACATATIVA - URBANO","2023-12-16","","578.70208333"
"FACATATIVA - URBANO","2023-12-15","","604.46458333"
"FACATATIVA - URBANO","2023-12-14","","652.65"
"FACATATIVA - URBANO","2023-12-13","","718.01041667"
"FACATATIVA - URBANO","2023-12-12","","531.47083333"
"FACATATIVA - URBANO","2023-12-11","","2155.4625"
"FACATATIVA - URBANO","2023-12-10","","845.66428571"
"FACATATIVA - URBANO","2023-12-09","","895.79411765"
"FACATATIVA - URBANO","2023-12-08","","657.93461538"
"FACATATIVA - URBANO","2023-12-07","","929.596875"
"FACATATIVA - URBANO","2023-12-06","","551.36153846"
"FACATATIVA - URBANO","2023-12-05","","678.19230769"
"FACATATIVA - URBANO","2023-12-04","","658.81538462"
"FACATATIVA - URBANO","2023-12-03","","578.940625"
"FACATATIVA - URBANO","2023-12-02","","600.30714286"
"FACATATIVA - URBANO","2023-12-01","","476.49615385"
"FACATATIVA - URBANO","2023-11-30","","631.27666667"
"FACATATIVA - URBANO","2023-11-29","","346.14230769"
"FACATATIVA - URBANO","2023-11-28","","207.73571429"
"FACATATIVA - URBANO","2023-11-27","","164.75277778"
"FACATATIVA - URBANO","2023-11-26","","210.39375"
"FACATATIVA - URBANO","2023-11-25","","221.07307692"
"FACATATIVA - URBANO","2023-11-24","","513.34166667"
"FACATATIVA - URBANO","2023-11-23","","550.64090909"
"FACATATIVA - URBANO","2023-11-22","","962.75416667"
"FACATATIVA - URBANO","2023-11-21","","1734.19791667"
"FACATATIVA - URBANO","2023-11-20","","1591.07291667"
"FACATATIVA - URBANO","2023-11-19","","1593.63181818"
"FACATATIVA - URBANO","2023-11-18","","1789.0625"
"FACATATIVA - URBANO","2023-11-17","","1780.95208333"
"FACATATIVA - URBANO","2023-11-16","","1720.83958333"
"FACATATIVA - URBANO","2023-11-15","","1714.16041667"
"FACATATIVA - URBANO","2023-11-14","","1660.25"
"FACATATIVA - URBANO","2023-11-13","","1599.66041667"
"FACATATIVA - URBANO","2023-11-12","","1598.70625"
"FACATATIVA - URBANO","2023-11-11","","1624.94583333"
"FACATATIVA - URBANO","2023-11-10","","1433.15833333"
"FACATATIVA - URBANO","2023-11-09","","1394.0375"
