"Estacion","Fecha inicial","Fecha final","PM2.5"
"FACATATIVA - URBANO","2024-07-03","","6.3225"
"FACATATIVA - URBANO","2024-07-02","","7.79333333"
"FACATATIVA - URBANO","2024-07-01","","6.2325"
"FACATATIVA - URBANO","2024-06-30","","6.4525"
"FACATATIVA - URBANO","2024-06-29","","9.19541667"
"FACATATIVA - URBANO","2024-06-28","","6.905"
"FACATATIVA - URBANO","2024-06-27","","8.1575"
"FACATATIVA - URBANO","2024-06-26","","6.43708333"
"FACATATIVA - URBANO","2024-06-25","","7.51916667"
"FACATATIVA - URBANO","2024-06-24","","6.24"
"FACATATIVA - URBANO","2024-06-23","","4.92833333"
"FACATATIVA - URBANO","2024-06-22","","10.4775"
"FACATATIVA - URBANO","2024-06-21","","8.89541667"
"FACATATIVA - URBANO","2024-06-20","","8.33"
"FACATATIVA - URBANO","2024-06-19","","6.39347826"
"FACATATIVA - URBANO","2024-06-18","","7.92375"
"FACATATIVA - URBANO","2024-06-17","","6.52791667"
"FACATATIVA - URBANO","2024-06-16","","3.23583333"
"FACATATIVA - URBANO","2024-06-15","","4.6125"
"FACATATIVA - URBANO","2024-06-14","","9.24375"
"FACATATIVA - URBANO","2024-06-13","","8.15625"
"FACATATIVA - URBANO","2024-06-12","","6.42875"
"FACATATIVA - URBANO","2024-06-11","","7.45041667"
"FACATATIVA - URBANO","2024-06-10","","6.81416667"
"FACATATIVA - URBANO","2024-06-09","","5.80333333"
"FACATATIVA - URBANO","2024-06-08","","6.21"
"FACATATIVA - URBANO","2024-06-07","","8.77416667"
"FACATATIVA - URBANO","2024-06-06","","6.47291667"
"FACATATIVA - URBANO","2024-06-05","","6.25541667"
"FACATATIVA - URBANO","2024-06-04","","5.17916667"
"FACATATIVA - URBANO","2024-06-03","","3.03416667"
"FACATATIVA - URBANO","2024-06-02","","4.27416667"
"FACATATIVA - URBANO","2024-06-01","","4.15833333"
"FACATATIVA - URBANO","2024-05-31","","4.385"
"FACATATIVA - URBANO","2024-05-30","","5.22291667"
"FACATATIVA - URBANO","2024-05-29","","4.95"
"FACATATIVA - URBANO","2024-05-28","","4.94083333"
"FACATATIVA - URBANO","2024-05-27","","6.62"
"FACATATIVA - URBANO","2024-05-26","","3.41708333"
"FACATATIVA - URBANO","2024-05-25","","10.8975"
"FACATATIVA - URBANO","2024-05-24","","8.72416667"
"FACATATIVA - URBANO","2024-05-23","","8.7325"
"FACATATIVA - URBANO","2024-05-22","","6.54"
"FACATATIVA - URBANO","2024-05-21","","5.75791667"
"FACATATIVA - URBANO","2024-05-20","","7.0175"
"FACATATIVA - URBANO","2024-05-19","","4.24541667"
"FACATATIVA - URBANO","2024-05-18","","7.94291667"
"FACATATIVA - URBANO","2024-05-17","","8.35434783"
"FACATATIVA - URBANO","2024-05-16","","8.80833333"
"FACATATIVA - URBANO","2024-05-15","","7.70458333"
"FACATATIVA - URBANO","2024-05-14","","6.75333333"
"FACATATIVA - URBANO","2024-05-13","","3.12958333"
"FACATATIVA - URBANO","2024-05-12","","5.66041667"
"FACATATIVA - URBANO","2024-05-11","","4.70541667"
"FACATATIVA - URBANO","2024-05-10","","3.7325"
"FACATATIVA - URBANO","2024-05-09","","6.24"
"FACATATIVA - URBANO","2024-05-08","","12.2325"
"FACATATIVA - URBANO","2024-05-07","","8.25458333"
"FACATATIVA - URBANO","2024-05-06","","5.97625"
"FACATATIVA - URBANO","2024-05-05","","4.48125"
"FACATATIVA - URBANO","2024-05-04","","10.35583333"
"FACATATIVA - URBANO","2024-05-03","","9.95458333"
"FACATATIVA - URBANO","2024-05-02","","10.1775"
"FACATATIVA - URBANO","2024-05-01","","6.43208333"
"FACATATIVA - URBANO","2024-04-30","","11.72166667"
"FACATATIVA - URBANO","2024-04-29","","11.0675"
"FACATATIVA - URBANO","2024-04-28","","6.32583333"
"FACATATIVA - URBANO","2024-04-27","","6.67666667"
"FACATATIVA - URBANO","2024-04-26","","9.25125"
"FACATATIVA - URBANO","2024-04-25","","12.635"
"FACATATIVA - URBANO","2024-04-24","","12.07208333"
"FACATATIVA - URBANO","2024-04-23","","11.88208333"
"FACATATIVA - URBANO","2024-04-22","","6.31166667"
"FACATATIVA - URBANO","2024-04-21","","5.78041667"
"FACATATIVA - URBANO","2024-04-20","","12.74041667"
"FACATATIVA - URBANO","2024-04-19","","10.32125"
"FACATATIVA - URBANO","2024-04-18","","26.30041667"
"FACATATIVA - URBANO","2024-04-17","","30.69708333"
"FACATATIVA - URBANO","2024-04-16","","22.34416667"
"FACATATIVA - URBANO","2024-04-09","","22.44"
"FACATATIVA - URBANO","2024-03-02","","26.97526316"
"FACATATIVA - URBANO","2024-03-01","","26.59666667"
"FACATATIVA - URBANO","2024-02-29","","29.61166667"
"FACATATIVA - URBANO","2024-02-28","","27.08166667"
"FACATATIVA - URBANO","2024-02-27","","24.35333333"
"FACATATIVA - URBANO","2024-02-26","","21.94083333"
"FACATATIVA - URBANO","2024-02-25","","17.03833333"
"FACATATIVA - URBANO","2024-02-24","","14.99041667"
"FACATATIVA - URBANO","2024-02-23","","12.56708333"
"FACATATIVA - URBANO","2024-02-22","","7.62"
"FACATATIVA - URBANO","2024-02-21","","16.67666667"
"FACATATIVA - URBANO","2024-02-20","","15.12708333"
"FACATATIVA - URBANO","2024-02-19","","15.65416667"
"FACATATIVA - URBANO","2024-02-18","","15.84416667"
"FACATATIVA - URBANO","2024-02-17","","9.62416667"
"FACATATIVA - URBANO","2024-02-16","","14.11625"
"FACATATIVA - URBANO","2024-02-15","","14.08291667"
"FACATATIVA - URBANO","2024-02-14","","16.24958333"
"FACATATIVA - URBANO","2024-02-13","","22.38208333"
"FACATATIVA - URBANO","2024-02-12","","17.54363636"
"FACATATIVA - URBANO","2024-01-25","","33.944"
"FACATATIVA - URBANO","2024-01-24","","30.81625"
"FACATATIVA - URBANO","2024-01-23","","18.91708333"
"FACATATIVA - URBANO","2024-01-22","","16.24791667"
"FACATATIVA - URBANO","2024-01-21","","10.33458333"
"FACATATIVA - URBANO","2024-01-20","","16.3"
"FACATATIVA - URBANO","2024-01-19","","18.49458333"
"FACATATIVA - URBANO","2024-01-18","","16.56125"
"FACATATIVA - URBANO","2024-01-17","","17.14333333"
"FACATATIVA - URBANO","2024-01-16","","17.35958333"
"FACATATIVA - URBANO","2024-01-15","","16.13833333"
"FACATATIVA - URBANO","2024-01-14","","19.01916667"
"FACATATIVA - URBANO","2024-01-13","","15.80916667"
"FACATATIVA - URBANO","2024-01-12","","18.71791667"
"FACATATIVA - URBANO","2024-01-11","","18.73875"
"FACATATIVA - URBANO","2024-01-10","","21.22541667"
"FACATATIVA - URBANO","2024-01-09","","20.90458333"
"FACATATIVA - URBANO","2024-01-08","","14.99416667"
"FACATATIVA - URBANO","2024-01-07","","13.35791667"
"FACATATIVA - URBANO","2024-01-06","","18.13791667"
"FACATATIVA - URBANO","2024-01-05","","15.12875"
"FACATATIVA - URBANO","2024-01-04","","13.19791667"
"FACATATIVA - URBANO","2024-01-03","","12.75875"
"FACATATIVA - URBANO","2024-01-02","","13.63875"
"FACATATIVA - URBANO","2024-01-01","","16.02541667"
"FACATATIVA - URBANO","2023-12-31","","6.69043478"
"FACATATIVA - URBANO","2023-12-30","","10.16458333"
"FACATATIVA - URBANO","2023-12-29","","14.975"
"FACATATIVA - URBANO","2023-12-28","","13.26956522"
"FACATATIVA - URBANO","2023-12-27","","11.81083333"
"FACATATIVA - URBANO","2023-12-26","","9.66708333"
"FACATATIVA - URBANO","2023-12-25","","20.53916667"
"FACATATIVA - URBANO","2023-12-24","","19.07375"
"FACATATIVA - URBANO","2023-12-23","","24.49375"
"FACATATIVA - URBANO","2023-12-22","","17.34916667"
"FACATATIVA - URBANO","2023-12-21","","16.41291667"
"FACATATIVA - URBANO","2023-12-20","","12.04583333"
"FACATATIVA - URBANO","2023-12-19","","8.4525"
"FACATATIVA - URBANO","2023-12-18","","12.35291667"
"FACATATIVA - URBANO","2023-12-17","","8.54375"
"FACATATIVA - URBANO","2023-12-16","","12.68125"
"FACATATIVA - URBANO","2023-12-15","","16.77916667"
"FACATATIVA - URBANO","2023-12-14","","19.64958333"
"FACATATIVA - URBANO","2023-12-13","","18.4825"
"FACATATIVA - URBANO","2023-12-12","","12.57333333"
"FACATATIVA - URBANO","2023-12-11","","11.813"
"FACATATIVA - URBANO","2023-12-07","","19.87461538"
"FACATATIVA - URBANO","2023-12-06","","12.39565217"
"FACATATIVA - URBANO","2023-12-05","","19.98791667"
"FACATATIVA - URBANO","2023-12-04","","22.65208333"
"FACATATIVA - URBANO","2023-12-03","","18.37333333"
"FACATATIVA - URBANO","2023-12-02","","19.89708333"
"FACATATIVA - URBANO","2023-12-01","","15.66818182"
"FACATATIVA - URBANO","2023-11-30","","22.9675"
"FACATATIVA - URBANO","2023-11-29","","14.84"
"FACATATIVA - URBANO","2023-11-28","","6.52"
"FACATATIVA - URBANO","2023-11-27","","4.39083333"
"FACATATIVA - URBANO","2023-11-26","","6.16625"
"FACATATIVA - URBANO","2023-11-25","","12.28583333"
"FACATATIVA - URBANO","2023-11-24","","9.3425"
"FACATATIVA - URBANO","2023-11-23","","14.43375"
"FACATATIVA - URBANO","2023-11-22","","10.09083333"
"FACATATIVA - URBANO","2023-11-21","","8.13958333"
"FACATATIVA - URBANO","2023-11-20","","8.25041667"
"FACATATIVA - URBANO","2023-11-19","","4.21166667"
"FACATATIVA - URBANO","2023-11-18","","8.99958333"
"FACATATIVA - URBANO","2023-11-17","","12.02541667"
"FACATATIVA - URBANO","2023-11-16","","11.44791667"
"FACATATIVA - URBANO","2023-11-15","","9.28291667"
"FACATATIVA - URBANO","2023-11-14","","8.55416667"
"FACATATIVA - URBANO","2023-11-13","","7.24291667"
"FACATATIVA - URBANO","2023-11-12","","8.26416667"
"FACATATIVA - URBANO","2023-11-11","","8.4"
"FACATATIVA - URBANO","2023-11-10","","7.10791667"
"FACATATIVA - URBANO","2023-11-09","","7.60458333"
"FACATATIVA - URBANO","2023-11-08","","9.55541667"
"FACATATIVA - URBANO","2023-11-07","","7.41208333"
"FACATATIVA - URBANO","2023-11-06","","7.03458333"
"FACATATIVA - URBANO","2023-11-05","","9.46791667"
"FACATATIVA - URBANO","2023-11-04","","7.56291667"
"FACATATIVA - URBANO","2023-11-03","","8.69708333"
"FACATATIVA - URBANO","2023-11-02","","8.235"
"FACATATIVA - URBANO","2023-11-01","","4.58833333"
"FACATATIVA - URBANO","2023-10-31","","5.94"
"FACATATIVA - URBANO","2023-10-30","","9.52416667"
"FACATATIVA - URBANO","2023-10-29","","4.16416667"
"FACATATIVA - URBANO","2023-10-28","","5.3325"
"FACATATIVA - URBANO","2023-10-27","","6.38583333"
"FACATATIVA - URBANO","2023-10-26","","10.74166667"
"FACATATIVA - URBANO","2023-10-25","","12.37875"
"FACATATIVA - URBANO","2023-10-24","","12.35083333"
"FACATATIVA - URBANO","2023-10-23","","12.7575"
"FACATATIVA - URBANO","2023-10-22","","8.56291667"
"FACATATIVA - URBANO","2023-10-21","","10.89708333"
"FACATATIVA - URBANO","2023-10-20","","12.79833333"
"FACATATIVA - URBANO","2023-10-19","","8.165"
"FACATATIVA - URBANO","2023-10-18","","9.23041667"
"FACATATIVA - URBANO","2023-10-17","","10.82"
"FACATATIVA - URBANO","2023-10-16","","9.94833333"
"FACATATIVA - URBANO","2023-10-15","","9.86166667"
"FACATATIVA - URBANO","2023-10-14","","11.86541667"
"FACATATIVA - URBANO","2023-10-13","","14.14083333"
"FACATATIVA - URBANO","2023-10-12","","11.07541667"
"FACATATIVA - URBANO","2023-10-11","","10.56875"
"FACATATIVA - URBANO","2023-10-10","","7.02541667"
"FACATATIVA - URBANO","2023-10-09","","8.725"
"FACATATIVA - URBANO","2023-10-08","","8.08208333"
"FACATATIVA - URBANO","2023-10-07","","10.80125"
"FACATATIVA - URBANO","2023-10-06","","12.2275"
"FACATATIVA - URBANO","2023-10-05","","13.63375"
"FACATATIVA - URBANO","2023-10-04","","10.44125"
"FACATATIVA - URBANO","2023-10-03","","10.689"
"FACATATIVA - URBANO","2023-10-02","","10.83083333"
"FACATATIVA - URBANO","2023-10-01","","7.585"
"FACATATIVA - URBANO","2023-09-30","","12.42666667"
"FACATATIVA - URBANO","2023-09-29","","12.56291667"
"FACATATIVA - URBANO","2023-09-28","","16.87291667"
"FACATATIVA - URBANO","2023-09-27","","14.3125"
"FACATATIVA - URBANO","2023-09-26","","11.91875"
"FACATATIVA - URBANO","2023-09-25","","7.676875"
"FACATATIVA - URBANO","2023-09-21","","12.48111111"
"FACATATIVA - URBANO","2023-09-20","","13.48583333"
"FACATATIVA - URBANO","2023-09-19","","12.01875"
"FACATATIVA - URBANO","2023-09-18","","12.74041667"
"FACATATIVA - URBANO","2023-09-17","","7.61"
"FACATATIVA - URBANO","2023-09-16","","11.49458333"
"FACATATIVA - URBANO","2023-09-15","","9.01666667"
"FACATATIVA - URBANO","2023-09-14","","10.10916667"
"FACATATIVA - URBANO","2023-09-13","","11.51"
"FACATATIVA - URBANO","2023-09-12","","11.97333333"
"FACATATIVA - URBANO","2023-09-11","","7.43208333"
"FACATATIVA - URBANO","2023-09-10","","11.30958333"
"FACATATIVA - URBANO","2023-09-09","","11.82666667"
"FACATATIVA - URBANO","2023-09-08","","11.91458333"
"FACATATIVA - URBANO","2023-09-07","","11.96375"
"FACATATIVA - URBANO","2023-09-06","","11.93958333"
"FACATATIVA - URBANO","2023-09-05","","8.8126087"
"FACATATIVA - URBANO","2023-09-04","","9.70958333"
"FACATATIVA - URBANO","2023-09-03","","13.66"
"FACATATIVA - URBANO","2023-09-02","","14.35458333"
"FACATATIVA - URBANO","2023-09-01","","16.73458333"
"FACATATIVA - URBANO","2023-08-31","","13.2325"
"FACATATIVA - URBANO","2023-08-30","","11.61333333"
"FACATATIVA - URBANO","2023-08-29","","11.76625"
"FACATATIVA - URBANO","2023-08-28","","11.97916667"
"FACATATIVA - URBANO","2023-08-27","","9.5525"
"FACATATIVA - URBANO","2023-08-26","","13.72"
"FACATATIVA - URBANO","2023-08-25","","13.23791667"
"FACATATIVA - URBANO","2023-08-24","","11.07541667"
"FACATATIVA - URBANO","2023-08-23","","9.6375"
"FACATATIVA - URBANO","2023-08-22","","8.13"
"FACATATIVA - URBANO","2023-08-21","","7.46041667"
"FACATATIVA - URBANO","2023-08-20","","9.25666667"
"FACATATIVA - URBANO","2023-08-19","","13.69875"
"FACATATIVA - URBANO","2023-08-18","","15.28652174"
"FACATATIVA - URBANO","2023-08-17","","10.5775"
"FACATATIVA - URBANO","2023-08-16","","11.69541667"
"FACATATIVA - URBANO","2023-08-15","","6.80666667"
"FACATATIVA - URBANO","2023-08-14","","11.10583333"
"FACATATIVA - URBANO","2023-08-13","","5.26708333"
"FACATATIVA - URBANO","2023-08-12","","8.87625"
"FACATATIVA - URBANO","2023-08-11","","7.49125"
"FACATATIVA - URBANO","2023-08-10","","16.62416667"
"FACATATIVA - URBANO","2023-08-09","","12.77333333"
"FACATATIVA - URBANO","2023-08-08","","10.19583333"
"FACATATIVA - URBANO","2023-08-07","","6.44333333"
"FACATATIVA - URBANO","2023-08-06","","6.38541667"
"FACATATIVA - URBANO","2023-08-05","","13.315"
"FACATATIVA - URBANO","2023-08-04","","11.29583333"
"FACATATIVA - URBANO","2023-08-03","","9.6425"
"FACATATIVA - URBANO","2023-08-02","","10.60208333"
"FACATATIVA - URBANO","2023-08-01","","7.73208333"
"FACATATIVA - URBANO","2023-07-31","","9.46041667"
"FACATATIVA - URBANO","2023-07-30","","6.28458333"
"FACATATIVA - URBANO","2023-07-29","","7.40083333"
"FACATATIVA - URBANO","2023-07-28","","12.82666667"
"FACATATIVA - URBANO","2023-07-27","","8.30625"
"FACATATIVA - URBANO","2023-07-26","","13.78458333"
"FACATATIVA - URBANO","2023-07-25","","9.10375"
"FACATATIVA - URBANO","2023-07-24","","10.14625"
"FACATATIVA - URBANO","2023-07-23","","7.12541667"
"FACATATIVA - URBANO","2023-07-22","","7.35041667"
"FACATATIVA - URBANO","2023-07-21","","7.29541667"
"FACATATIVA - URBANO","2023-07-20","","5.68375"
"FACATATIVA - URBANO","2023-07-19","","7.60375"
"FACATATIVA - URBANO","2023-07-18","","7.92208333"
"FACATATIVA - URBANO","2023-07-17","","6.63875"
"FACATATIVA - URBANO","2023-07-16","","5.81416667"
"FACATATIVA - URBANO","2023-07-15","","7.31833333"
"FACATATIVA - URBANO","2023-07-14","","8.00166667"
"FACATATIVA - URBANO","2023-07-13","","6.16913043"
"FACATATIVA - URBANO","2023-07-12","","8.7975"
"FACATATIVA - URBANO","2023-07-11","","6.38875"
"FACATATIVA - URBANO","2023-07-10","","7.20291667"
"FACATATIVA - URBANO","2023-07-09","","4.84458333"
"FACATATIVA - URBANO","2023-07-08","","7.41625"
"FACATATIVA - URBANO","2023-07-07","","8.51625"
"FACATATIVA - URBANO","2023-07-06","","9.13708333"
"FACATATIVA - URBANO","2023-07-05","","11.1075"
"FACATATIVA - URBANO","2023-07-04","","10.38"
"FACATATIVA - URBANO","2023-07-03","","7.5375"
"FACATATIVA - URBANO","2023-07-02","","7.58708333"
"FACATATIVA - URBANO","2023-07-01","","6.14833333"
"FACATATIVA - URBANO","2023-06-30","","5.23708333"
"FACATATIVA - URBANO","2023-06-29","","7.12125"
"FACATATIVA - URBANO","2023-06-28","","12.70541667"
"FACATATIVA - URBANO","2023-06-27","","7.89833333"
"FACATATIVA - URBANO","2023-06-26","","6.36208333"
"FACATATIVA - URBANO","2023-06-25","","4.24478261"
"FACATATIVA - URBANO","2023-06-24","","8.31041667"
"FACATATIVA - URBANO","2023-06-23","","9.98083333"
"FACATATIVA - URBANO","2023-06-22","","8.00875"
"FACATATIVA - URBANO","2023-06-21","","6.69791667"
"FACATATIVA - URBANO","2023-06-20","","5.51958333"
"FACATATIVA - URBANO","2023-06-19","","4.68625"
"FACATATIVA - URBANO","2023-06-18","","3.96125"
"FACATATIVA - URBANO","2023-06-17","","6.49625"
"FACATATIVA - URBANO","2023-06-16","","9.40666667"
"FACATATIVA - URBANO","2023-06-15","","4.97833333"
"FACATATIVA - URBANO","2023-06-14","","7.06208333"
"FACATATIVA - URBANO","2023-06-13","","6.745"
"FACATATIVA - URBANO","2023-06-12","","4.07375"
"FACATATIVA - URBANO","2023-06-11","","6.915"
"FACATATIVA - URBANO","2023-06-10","","10.65083333"
"FACATATIVA - URBANO","2023-06-09","","8.83347826"
"FACATATIVA - URBANO","2023-06-08","","8.55958333"
"FACATATIVA - URBANO","2023-06-07","","8.435"
"FACATATIVA - URBANO","2023-06-06","","5.73083333"
"FACATATIVA - URBANO","2023-06-05","","7.45083333"
"FACATATIVA - URBANO","2023-06-04","","8.34"
"FACATATIVA - URBANO","2023-06-03","","9.32458333"
"FACATATIVA - URBANO","2023-06-02","","6.73333333"
"FACATATIVA - URBANO","2023-06-01","","5.81333333"
"FACATATIVA - URBANO","2023-05-31","","8.42375"
"FACATATIVA - URBANO","2023-05-30","","8.7275"
"FACATATIVA - URBANO","2023-05-29","","11.73541667"
"FACATATIVA - URBANO","2023-05-28","","5.8475"
"FACATATIVA - URBANO","2023-05-27","","8.82"
"FACATATIVA - URBANO","2023-05-26","","8.94291667"
"FACATATIVA - URBANO","2023-05-25","","5.45217391"
"FACATATIVA - URBANO","2023-05-24","","13.28375"
"FACATATIVA - URBANO","2023-05-23","","9.77666667"
"FACATATIVA - URBANO","2023-05-22","","6.94791667"
"FACATATIVA - URBANO","2023-05-21","","10.06583333"
"FACATATIVA - URBANO","2023-05-20","","8.73166667"
"FACATATIVA - URBANO","2023-05-19","","7.76916667"
"FACATATIVA - URBANO","2023-05-18","","9.28875"
"FACATATIVA - URBANO","2023-05-17","","11.43"
"FACATATIVA - URBANO","2023-05-16","","12.74"
"FACATATIVA - URBANO","2023-05-15","","7.74666667"
"FACATATIVA - URBANO","2023-05-14","","4.88708333"
"FACATATIVA - URBANO","2023-05-13","","10.30833333"
"FACATATIVA - URBANO","2023-05-12","","10.66916667"
"FACATATIVA - URBANO","2023-05-11","","8.94916667"
"FACATATIVA - URBANO","2023-05-10","","12.94041667"
"FACATATIVA - URBANO","2023-05-09","","8.13083333"
"FACATATIVA - URBANO","2023-05-08","","14.00416667"
