"Estacion","Fecha inicial","Fecha final","PM10"
"FACATATIVA - URBANO","2024-06-28","","18.83291667"
"FACATATIVA - URBANO","2024-06-27","","20.76541667"
"FACATATIVA - URBANO","2024-06-26","","15.1675"
"FACATATIVA - URBANO","2024-06-25","","16.1775"
"FACATATIVA - URBANO","2024-06-24","","15.54166667"
"FACATATIVA - URBANO","2024-06-23","","10.87958333"
"FACATATIVA - URBANO","2024-06-22","","23.65708333"
"FACATATIVA - URBANO","2024-06-21","","21.03083333"
"FACATATIVA - URBANO","2024-06-20","","16.64958333"
"FACATATIVA - URBANO","2024-06-19","","11.59434783"
"FACATATIVA - URBANO","2024-06-18","","16.04375"
"FACATATIVA - URBANO","2024-06-17","","16.35875"
"FACATATIVA - URBANO","2024-06-16","","8.07833333"
"FACATATIVA - URBANO","2024-06-15","","10.19833333"
"FACATATIVA - URBANO","2024-06-14","","18.29208333"
"FACATATIVA - URBANO","2024-06-13","","18.54166667"
"FACATATIVA - URBANO","2024-06-12","","17.22958333"
"FACATATIVA - URBANO","2024-06-11","","20.41791667"
"FACATATIVA - URBANO","2024-06-10","","10.69166667"
"FACATATIVA - URBANO","2024-06-09","","12.245"
"FACATATIVA - URBANO","2024-06-08","","16.72708333"
"FACATATIVA - URBANO","2024-06-07","","22.79458333"
"FACATATIVA - URBANO","2024-06-06","","17.66208333"
"FACATATIVA - URBANO","2024-06-05","","15.60625"
"FACATATIVA - URBANO","2024-06-04","","14.63416667"
"FACATATIVA - URBANO","2024-06-03","","7.2075"
"FACATATIVA - URBANO","2024-06-02","","10.35833333"
"FACATATIVA - URBANO","2024-06-01","","12.82458333"
"FACATATIVA - URBANO","2024-05-31","","9.59375"
"FACATATIVA - URBANO","2024-05-30","","12.04833333"
"FACATATIVA - URBANO","2024-05-29","","9.25416667"
"FACATATIVA - URBANO","2024-05-28","","10.61791667"
"FACATATIVA - URBANO","2024-05-27","","14.72666667"
"FACATATIVA - URBANO","2024-05-26","","8.19666667"
"FACATATIVA - URBANO","2024-05-25","","23.47708333"
"FACATATIVA - URBANO","2024-05-24","","18.80791667"
"FACATATIVA - URBANO","2024-05-23","","21.17791667"
"FACATATIVA - URBANO","2024-05-22","","16.92125"
"FACATATIVA - URBANO","2024-05-21","","16.165"
"FACATATIVA - URBANO","2024-05-20","","19.15375"
"FACATATIVA - URBANO","2024-05-19","","10.9225"
"FACATATIVA - URBANO","2024-05-18","","20.04916667"
"FACATATIVA - URBANO","2024-05-17","","20.36913043"
"FACATATIVA - URBANO","2024-05-16","","20.14541667"
"FACATATIVA - URBANO","2024-05-15","","16.38708333"
"FACATATIVA - URBANO","2024-05-14","","15.16583333"
"FACATATIVA - URBANO","2024-05-13","","8.13375"
"FACATATIVA - URBANO","2024-05-12","","11.37333333"
"FACATATIVA - URBANO","2024-05-11","","11.79166667"
"FACATATIVA - URBANO","2024-05-10","","9.44791667"
"FACATATIVA - URBANO","2024-05-09","","10.91875"
"FACATATIVA - URBANO","2024-05-08","","24.74"
"FACATATIVA - URBANO","2024-05-07","","20.21"
"FACATATIVA - URBANO","2024-05-06","","15.66333333"
"FACATATIVA - URBANO","2024-05-05","","9.16375"
"FACATATIVA - URBANO","2024-05-04","","20.17166667"
"FACATATIVA - URBANO","2024-05-03","","19.60291667"
"FACATATIVA - URBANO","2024-05-02","","23.4475"
"FACATATIVA - URBANO","2024-05-01","","14.9975"
"FACATATIVA - URBANO","2024-04-30","","21.21916667"
"FACATATIVA - URBANO","2024-04-29","","20.09291667"
"FACATATIVA - URBANO","2024-04-28","","13.97"
"FACATATIVA - URBANO","2024-04-27","","13.14875"
"FACATATIVA - URBANO","2024-04-26","","19.06916667"
"FACATATIVA - URBANO","2024-04-25","","27.73875"
"FACATATIVA - URBANO","2024-04-24","","24.82083333"
"FACATATIVA - URBANO","2024-04-23","","23.64125"
"FACATATIVA - URBANO","2024-04-22","","12.95125"
"FACATATIVA - URBANO","2024-04-21","","11.98916667"
"FACATATIVA - URBANO","2024-04-20","","20.8975"
"FACATATIVA - URBANO","2024-04-19","","17.19791667"
"FACATATIVA - URBANO","2024-04-18","","43.81375"
"FACATATIVA - URBANO","2024-04-17","","54.41666667"
"FACATATIVA - URBANO","2024-04-16","","37.22818182"
"FACATATIVA - URBANO","2024-04-09","","36.25"
"FACATATIVA - URBANO","2024-03-02","","45.10157895"
"FACATATIVA - URBANO","2024-03-01","","42.90583333"
"FACATATIVA - URBANO","2024-02-29","","46.99416667"
"FACATATIVA - URBANO","2024-02-28","","38.73833333"
"FACATATIVA - URBANO","2024-02-27","","45.21666667"
"FACATATIVA - URBANO","2024-02-26","","45.83583333"
"FACATATIVA - URBANO","2024-02-25","","27.3925"
"FACATATIVA - URBANO","2024-02-24","","28.725"
"FACATATIVA - URBANO","2024-02-23","","27.07208333"
"FACATATIVA - URBANO","2024-02-22","","16.73041667"
"FACATATIVA - URBANO","2024-02-21","","34.38958333"
"FACATATIVA - URBANO","2024-02-20","","34.40958333"
"FACATATIVA - URBANO","2024-02-19","","28.52791667"
"FACATATIVA - URBANO","2024-02-18","","31.61458333"
"FACATATIVA - URBANO","2024-02-17","","27.07708333"
"FACATATIVA - URBANO","2024-02-16","","34.88541667"
"FACATATIVA - URBANO","2024-02-15","","37.80125"
"FACATATIVA - URBANO","2024-02-14","","38.73625"
"FACATATIVA - URBANO","2024-02-13","","41.38375"
"FACATATIVA - URBANO","2024-02-12","","34.18909091"
"FACATATIVA - URBANO","2024-01-25","","58.27"
"FACATATIVA - URBANO","2024-01-24","","55.71208333"
"FACATATIVA - URBANO","2024-01-23","","47.06043478"
"FACATATIVA - URBANO","2024-01-22","","38.01416667"
"FACATATIVA - URBANO","2024-01-21","","25.40208333"
"FACATATIVA - URBANO","2024-01-20","","42.67708333"
"FACATATIVA - URBANO","2024-01-19","","44.66416667"
"FACATATIVA - URBANO","2024-01-18","","38.75416667"
"FACATATIVA - URBANO","2024-01-17","","42.73416667"
"FACATATIVA - URBANO","2024-01-16","","45.2425"
"FACATATIVA - URBANO","2024-01-15","","35.30041667"
"FACATATIVA - URBANO","2024-01-14","","29.26208333"
"FACATATIVA - URBANO","2024-01-13","","26.77625"
"FACATATIVA - URBANO","2024-01-12","","34.3275"
"FACATATIVA - URBANO","2024-01-11","","35.10375"
"FACATATIVA - URBANO","2024-01-10","","40.755"
"FACATATIVA - URBANO","2024-01-09","","40.92541667"
"FACATATIVA - URBANO","2024-01-08","","27.17333333"
"FACATATIVA - URBANO","2024-01-07","","25.32583333"
"FACATATIVA - URBANO","2024-01-06","","32.93291667"
"FACATATIVA - URBANO","2024-01-05","","33.58458333"
"FACATATIVA - URBANO","2024-01-04","","32.78125"
"FACATATIVA - URBANO","2024-01-03","","24.75333333"
"FACATATIVA - URBANO","2024-01-02","","24.28375"
"FACATATIVA - URBANO","2024-01-01","","22.1825"
"FACATATIVA - URBANO","2023-12-31","","11.98173913"
"FACATATIVA - URBANO","2023-12-30","","18.97583333"
"FACATATIVA - URBANO","2023-12-29","","28.68708333"
"FACATATIVA - URBANO","2023-12-28","","24.53521739"
"FACATATIVA - URBANO","2023-12-27","","26.14625"
"FACATATIVA - URBANO","2023-12-26","","21.4375"
"FACATATIVA - URBANO","2023-12-25","","29.82541667"
"FACATATIVA - URBANO","2023-12-24","","30.09583333"
"FACATATIVA - URBANO","2023-12-23","","46.42375"
"FACATATIVA - URBANO","2023-12-22","","38.22041667"
"FACATATIVA - URBANO","2023-12-21","","31.3175"
"FACATATIVA - URBANO","2023-12-20","","26.30083333"
"FACATATIVA - URBANO","2023-12-19","","17.12458333"
"FACATATIVA - URBANO","2023-12-18","","23.48333333"
"FACATATIVA - URBANO","2023-12-17","","14.55041667"
"FACATATIVA - URBANO","2023-12-16","","24.43708333"
"FACATATIVA - URBANO","2023-12-15","","28.87708333"
"FACATATIVA - URBANO","2023-12-14","","37.54875"
"FACATATIVA - URBANO","2023-12-13","","41.67458333"
"FACATATIVA - URBANO","2023-12-12","","29.69416667"
"FACATATIVA - URBANO","2023-12-11","","29.941"
"FACATATIVA - URBANO","2023-12-07","","50.55692308"
"FACATATIVA - URBANO","2023-12-06","","37.23043478"
"FACATATIVA - URBANO","2023-12-05","","52.14583333"
"FACATATIVA - URBANO","2023-12-04","","51.80666667"
"FACATATIVA - URBANO","2023-12-03","","31.9125"
"FACATATIVA - URBANO","2023-12-02","","45.28541667"
"FACATATIVA - URBANO","2023-12-01","","34.7226087"
"FACATATIVA - URBANO","2023-11-30","","41.86375"
"FACATATIVA - URBANO","2023-11-29","","30.61791667"
"FACATATIVA - URBANO","2023-11-28","","19.14916667"
"FACATATIVA - URBANO","2023-11-27","","14.10125"
"FACATATIVA - URBANO","2023-11-26","","13.07375"
"FACATATIVA - URBANO","2023-11-25","","24.99125"
"FACATATIVA - URBANO","2023-11-24","","20.30833333"
"FACATATIVA - URBANO","2023-11-23","","28.18458333"
"FACATATIVA - URBANO","2023-11-22","","20.10166667"
"FACATATIVA - URBANO","2023-11-21","","18.74041667"
"FACATATIVA - URBANO","2023-11-20","","21.73833333"
"FACATATIVA - URBANO","2023-11-19","","6.90041667"
"FACATATIVA - URBANO","2023-11-18","","19.37875"
"FACATATIVA - URBANO","2023-11-17","","30.60541667"
"FACATATIVA - URBANO","2023-11-16","","22.55583333"
"FACATATIVA - URBANO","2023-11-15","","22.01333333"
"FACATATIVA - URBANO","2023-11-14","","23.91"
"FACATATIVA - URBANO","2023-11-13","","14.09375"
"FACATATIVA - URBANO","2023-11-12","","15.86083333"
"FACATATIVA - URBANO","2023-11-11","","24.26916667"
"FACATATIVA - URBANO","2023-11-10","","20.65125"
"FACATATIVA - URBANO","2023-11-09","","23.32791667"
"FACATATIVA - URBANO","2023-11-08","","25.5925"
"FACATATIVA - URBANO","2023-11-07","","18.96958333"
"FACATATIVA - URBANO","2023-11-06","","15.11958333"
"FACATATIVA - URBANO","2023-11-05","","19.98666667"
"FACATATIVA - URBANO","2023-11-04","","17.62958333"
"FACATATIVA - URBANO","2023-11-03","","19.69416667"
"FACATATIVA - URBANO","2023-11-02","","15.30166667"
"FACATATIVA - URBANO","2023-11-01","","11.61875"
"FACATATIVA - URBANO","2023-10-31","","14.05875"
"FACATATIVA - URBANO","2023-10-30","","19.60666667"
"FACATATIVA - URBANO","2023-10-29","","9.56958333"
"FACATATIVA - URBANO","2023-10-28","","10.31625"
"FACATATIVA - URBANO","2023-10-27","","12.54458333"
"FACATATIVA - URBANO","2023-10-26","","21.75291667"
"FACATATIVA - URBANO","2023-10-25","","25.63916667"
"FACATATIVA - URBANO","2023-10-24","","25.22625"
"FACATATIVA - URBANO","2023-10-23","","25.34625"
"FACATATIVA - URBANO","2023-10-22","","17.19416667"
"FACATATIVA - URBANO","2023-10-21","","24.86083333"
"FACATATIVA - URBANO","2023-10-20","","30.16375"
"FACATATIVA - URBANO","2023-10-19","","23.04291667"
"FACATATIVA - URBANO","2023-10-18","","20.75875"
"FACATATIVA - URBANO","2023-10-17","","22.76"
"FACATATIVA - URBANO","2023-10-16","","18.63"
"FACATATIVA - URBANO","2023-10-15","","17.84833333"
"FACATATIVA - URBANO","2023-10-14","","25.29875"
"FACATATIVA - URBANO","2023-10-13","","31.37"
"FACATATIVA - URBANO","2023-10-12","","23.03833333"
"FACATATIVA - URBANO","2023-10-11","","24.82333333"
"FACATATIVA - URBANO","2023-10-10","","14.90833333"
"FACATATIVA - URBANO","2023-10-09","","19.58458333"
"FACATATIVA - URBANO","2023-10-08","","14.17791667"
"FACATATIVA - URBANO","2023-10-07","","18.84416667"
"FACATATIVA - URBANO","2023-10-06","","23.45708333"
"FACATATIVA - URBANO","2023-10-05","","26.3825"
"FACATATIVA - URBANO","2023-10-04","","19.93875"
"FACATATIVA - URBANO","2023-10-03","","19.3675"
"FACATATIVA - URBANO","2023-10-02","","22.31375"
"FACATATIVA - URBANO","2023-10-01","","14.8525"
"FACATATIVA - URBANO","2023-09-30","","25.13541667"
"FACATATIVA - URBANO","2023-09-29","","28.06708333"
"FACATATIVA - URBANO","2023-09-28","","32.76125"
"FACATATIVA - URBANO","2023-09-27","","28.39416667"
"FACATATIVA - URBANO","2023-09-26","","27.09333333"
"FACATATIVA - URBANO","2023-09-25","","18.815625"
"FACATATIVA - URBANO","2023-09-21","","25.33666667"
"FACATATIVA - URBANO","2023-09-20","","31.60333333"
"FACATATIVA - URBANO","2023-09-19","","30.18291667"
"FACATATIVA - URBANO","2023-09-18","","28.39583333"
"FACATATIVA - URBANO","2023-09-17","","14.82583333"
"FACATATIVA - URBANO","2023-09-16","","23.90041667"
"FACATATIVA - URBANO","2023-09-15","","22.58791667"
"FACATATIVA - URBANO","2023-09-14","","23.74541667"
"FACATATIVA - URBANO","2023-09-13","","24.11125"
"FACATATIVA - URBANO","2023-09-12","","26.67875"
"FACATATIVA - URBANO","2023-09-11","","16.66583333"
"FACATATIVA - URBANO","2023-09-10","","17.86"
"FACATATIVA - URBANO","2023-09-09","","27.20583333"
"FACATATIVA - URBANO","2023-09-08","","31.35208333"
"FACATATIVA - URBANO","2023-09-07","","27.46666667"
"FACATATIVA - URBANO","2023-09-06","","28.59416667"
"FACATATIVA - URBANO","2023-09-05","","22.14956522"
"FACATATIVA - URBANO","2023-09-04","","22.11208333"
"FACATATIVA - URBANO","2023-09-03","","22.1575"
"FACATATIVA - URBANO","2023-09-02","","30.41833333"
"FACATATIVA - URBANO","2023-09-01","","34.69625"
"FACATATIVA - URBANO","2023-08-31","","33.805"
"FACATATIVA - URBANO","2023-08-30","","31.19833333"
"FACATATIVA - URBANO","2023-08-29","","29.02416667"
"FACATATIVA - URBANO","2023-08-28","","27.5525"
"FACATATIVA - URBANO","2023-08-27","","18.56125"
"FACATATIVA - URBANO","2023-08-26","","29.035"
"FACATATIVA - URBANO","2023-08-25","","29.39083333"
"FACATATIVA - URBANO","2023-08-24","","21.35583333"
"FACATATIVA - URBANO","2023-08-23","","21.31"
"FACATATIVA - URBANO","2023-08-22","","19.36416667"
"FACATATIVA - URBANO","2023-08-21","","12.34791667"
"FACATATIVA - URBANO","2023-08-20","","16.05666667"
"FACATATIVA - URBANO","2023-08-19","","25.99083333"
"FACATATIVA - URBANO","2023-08-18","","32.77130435"
"FACATATIVA - URBANO","2023-08-17","","23.93875"
"FACATATIVA - URBANO","2023-08-16","","26.18166667"
"FACATATIVA - URBANO","2023-08-15","","15.7125"
"FACATATIVA - URBANO","2023-08-14","","25.45541667"
"FACATATIVA - URBANO","2023-08-13","","12.33375"
"FACATATIVA - URBANO","2023-08-12","","21.26833333"
"FACATATIVA - URBANO","2023-08-11","","16.75291667"
"FACATATIVA - URBANO","2023-08-10","","36.74125"
"FACATATIVA - URBANO","2023-08-09","","28.71916667"
"FACATATIVA - URBANO","2023-08-08","","27.20166667"
"FACATATIVA - URBANO","2023-08-07","","14.39041667"
"FACATATIVA - URBANO","2023-08-06","","13.62541667"
"FACATATIVA - URBANO","2023-08-05","","28.80041667"
"FACATATIVA - URBANO","2023-08-04","","28.87333333"
"FACATATIVA - URBANO","2023-08-03","","18.73708333"
"FACATATIVA - URBANO","2023-08-02","","24.78583333"
"FACATATIVA - URBANO","2023-08-01","","19.73875"
"FACATATIVA - URBANO","2023-07-31","","24.10833333"
"FACATATIVA - URBANO","2023-07-30","","13.16291667"
"FACATATIVA - URBANO","2023-07-29","","23.2325"
"FACATATIVA - URBANO","2023-07-28","","33.30666667"
"FACATATIVA - URBANO","2023-07-27","","19.24583333"
"FACATATIVA - URBANO","2023-07-26","","26.11625"
"FACATATIVA - URBANO","2023-07-25","","23.52458333"
"FACATATIVA - URBANO","2023-07-24","","23.55"
"FACATATIVA - URBANO","2023-07-23","","13.4475"
"FACATATIVA - URBANO","2023-07-22","","19.7725"
"FACATATIVA - URBANO","2023-07-21","","19.3575"
"FACATATIVA - URBANO","2023-07-20","","16.7275"
"FACATATIVA - URBANO","2023-07-19","","25.11833333"
"FACATATIVA - URBANO","2023-07-18","","23.71"
"FACATATIVA - URBANO","2023-07-17","","17.27875"
"FACATATIVA - URBANO","2023-07-16","","13.29041667"
"FACATATIVA - URBANO","2023-07-15","","18.95958333"
"FACATATIVA - URBANO","2023-07-14","","17.60875"
"FACATATIVA - URBANO","2023-07-13","","16.4626087"
"FACATATIVA - URBANO","2023-07-12","","21.76208333"
"FACATATIVA - URBANO","2023-07-11","","17.20291667"
"FACATATIVA - URBANO","2023-07-10","","18.88666667"
"FACATATIVA - URBANO","2023-07-09","","12.98916667"
"FACATATIVA - URBANO","2023-07-08","","12.99541667"
"FACATATIVA - URBANO","2023-07-07","","19.71416667"
"FACATATIVA - URBANO","2023-07-06","","20.87"
"FACATATIVA - URBANO","2023-07-05","","24.36916667"
"FACATATIVA - URBANO","2023-07-04","","22.00875"
"FACATATIVA - URBANO","2023-07-03","","13.75125"
"FACATATIVA - URBANO","2023-07-02","","14.3725"
"FACATATIVA - URBANO","2023-07-01","","16.9125"
"FACATATIVA - URBANO","2023-06-30","","16.98458333"
"FACATATIVA - URBANO","2023-06-29","","20.5575"
"FACATATIVA - URBANO","2023-06-28","","25.17083333"
"FACATATIVA - URBANO","2023-06-27","","17.59416667"
"FACATATIVA - URBANO","2023-06-26","","14.60791667"
"FACATATIVA - URBANO","2023-06-25","","9.0925"
"FACATATIVA - URBANO","2023-06-24","","17.55875"
"FACATATIVA - URBANO","2023-06-23","","24.1225"
"FACATATIVA - URBANO","2023-06-22","","19.06958333"
"FACATATIVA - URBANO","2023-06-21","","17.43"
"FACATATIVA - URBANO","2023-06-20","","16.2775"
"FACATATIVA - URBANO","2023-06-19","","9.1"
"FACATATIVA - URBANO","2023-06-18","","10.12875"
"FACATATIVA - URBANO","2023-06-17","","16.87375"
"FACATATIVA - URBANO","2023-06-16","","17.29083333"
"FACATATIVA - URBANO","2023-06-15","","12.55583333"
"FACATATIVA - URBANO","2023-06-14","","19.66625"
"FACATATIVA - URBANO","2023-06-13","","19.73041667"
"FACATATIVA - URBANO","2023-06-12","","10.7825"
"FACATATIVA - URBANO","2023-06-11","","13.81041667"
"FACATATIVA - URBANO","2023-06-10","","22.885"
"FACATATIVA - URBANO","2023-06-09","","25.00043478"
"FACATATIVA - URBANO","2023-06-08","","22.695"
"FACATATIVA - URBANO","2023-06-07","","23.35875"
"FACATATIVA - URBANO","2023-06-06","","15.58416667"
"FACATATIVA - URBANO","2023-06-05","","14.86375"
"FACATATIVA - URBANO","2023-06-04","","18.51833333"
"FACATATIVA - URBANO","2023-06-03","","22.41125"
"FACATATIVA - URBANO","2023-06-02","","16.47208333"
"FACATATIVA - URBANO","2023-06-01","","13.32333333"
"FACATATIVA - URBANO","2023-05-31","","21.21666667"
"FACATATIVA - URBANO","2023-05-30","","24.15416667"
"FACATATIVA - URBANO","2023-05-29","","26.65916667"
"FACATATIVA - URBANO","2023-05-28","","14.26125"
"FACATATIVA - URBANO","2023-05-27","","20.7775"
"FACATATIVA - URBANO","2023-05-26","","23.05166667"
"FACATATIVA - URBANO","2023-05-25","","11.82291667"
"FACATATIVA - URBANO","2023-05-24","","21.48304348"
"FACATATIVA - URBANO","2023-05-23","","16.0575"
"FACATATIVA - URBANO","2023-05-22","","25.83833333"
"FACATATIVA - URBANO","2023-05-21","","19.40333333"
"FACATATIVA - URBANO","2023-05-20","","22.62625"
"FACATATIVA - URBANO","2023-05-19","","20.69666667"
"FACATATIVA - URBANO","2023-05-18","","19.62333333"
"FACATATIVA - URBANO","2023-05-17","","23.9525"
"FACATATIVA - URBANO","2023-05-16","","25.46043478"
"FACATATIVA - URBANO","2023-05-15","","21.4075"
"FACATATIVA - URBANO","2023-05-14","","10.61875"
"FACATATIVA - URBANO","2023-05-13","","22.47291667"
"FACATATIVA - URBANO","2023-05-12","","27.92125"
"FACATATIVA - URBANO","2023-05-11","","22.26125"
"FACATATIVA - URBANO","2023-05-10","","28.49782609"
"FACATATIVA - URBANO","2023-05-09","","21.38291667"
"FACATATIVA - URBANO","2023-05-08","","32.97291667"
